DR Number,Date Reported,Date Occurred,Time Occurred,Time Occurred,Area ID,Area Name,Reporting District,Crime Code,Crime Code Description,MO Codes,Victim Age,Victim Sex,Victim Descent,Premise Code,Premise Description,Address,Cross Street,Location,Latitude,Longitude,Zip Codes,Date,Weekday,Month,Year
181613014,8/16/2018,8/16/2018,1155,11:55,16,Foothill,1602,997,TRAFFIC COLLISION,3011 3034 3030 3028 3037 3101 3401 3701 4026,unknown,Female,Other,710,OTHER PREMISE,BORDEN                       AV,MERCER                       ST,"{'latitude': '34.2776', 'longitude': '-118.41', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",34.2776,-118.41,18907,16-Aug-18,Thursday,August,2018
191206411,2/3/2019,2/3/2019,1250,12:50,12,Street 77th,1251,997,TRAFFIC COLLISION,0605 3037 3028 3030 3101,52,Female,White,101,STREET,W  FLORENCE                     AV,11TH                         AV,"{'latitude': '33.9745', 'longitude': '-118.3294', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",33.9745,-118.3294,23674,3-Feb-19,Sunday,February,2019
181322810,11/15/2018,11/14/2018,0455,4:55,13,Newton,1371,997,TRAFFIC COLLISION,3401 3701 3006 3034 3030 3101,30,Female,Hispanic,101,STREET,GRAND                        AV,57TH                         ST,"{'latitude': '33.9906', 'longitude': '-118.28', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",33.9906,-118.28,23668,14-Nov-18,Wednesday,November,2018
181720437,12/18/2018,12/18/2018,1445,14:45,17,Devonshire,1798,997,TRAFFIC COLLISION,3004 3037 3026 3101 3401 3701 4026,66,Male,Hispanic,101,STREET,NORDHOFF                     ST,AQUEDUCT                     AV,"{'latitude': '34.2356', 'longitude': '-118.4763', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",34.2356,-118.4763,18914,18-Dec-18,Tuesday,December,2018
191007070,3/11/2019,3/11/2019,1500,15:00,10,West Valley,1008,997,TRAFFIC COLLISION,4010 3032 3037 3006 3030 3028 3102 3401 3701,51,Male,Hispanic,108,PARKING LOT,ROSCOE                       BL,BALBOA                       PL,"{'latitude': '34.2212', 'longitude': '-118.5012', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",34.2212,-118.5012,18914,11-Mar-19,Monday,March,2019
181512092,5/31/2018,5/31/2018,1825,18:25,15,N Hollywood,1505,997,TRAFFIC COLLISION,3006 3030 3028 3037 3032 3101 3401 3701 4026,41,Female,Hispanic,108,PARKING LOT,SHERMAN                      WY,TROOST                       AV,"{'latitude': '34.2012', 'longitude': '-118.3866', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",34.2012,-118.3866,8888,31-May-18,Thursday,May,2018
180321233,9/16/2018,9/16/2018,1355,13:55,3,Southwest,375,997,TRAFFIC COLLISION,3004 4003 3036 3025 3101,44,Female,Hispanic,101,STREET,EXPOSITION                   BL,GRAMERCY                     PL,"{'latitude': '34.0183', 'longitude': '-118.3132', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",34.0183,-118.3132,23079,16-Sep-18,Sunday,September,2018
181618168,12/30/2018,12/30/2018,0145,1:45,16,Foothill,1645,997,TRAFFIC COLLISION,3037 3034 3030 3028 3101 3401 3701 4026 3006,99,Unknown,Unknown,101,STREET,GLENOAKS                     BL,PIERCE                       ST,"{'latitude': '34.2707', 'longitude': '-118.4085', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",34.2707,-118.4085,18907,30-Dec-18,Sunday,December,2018
180818305,8/24/2018,8/24/2018,1100,11:00,8,West LA,881,997,TRAFFIC COLLISION,3006 3028 3030 3035 3037 3101 3401 3701 4008,59,Male,Black,101,STREET,OLYMPIC                      BL,GRANVILLE                    AV,"{'latitude': '34.0332', 'longitude': '-118.4499', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",34.0332,-118.4499,24029,24-Aug-18,Friday,August,2018
181119755,11/20/2018,11/20/2018,1955,19:55,11,Northeast,1132,997,TRAFFIC COLLISION,3101 3401 3701 3004 3026 3036,52,Male,White,101,STREET,LOS FELIZ                    BL,ROWENA                       AV,"{'latitude': '34.1128', 'longitude': '-118.2828', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",34.1128,-118.2828,23445,20-Nov-18,Tuesday,November,2018
181219329,7/22/2018,7/22/2018,1415,14:15,12,Street 77th,1268,997,TRAFFIC COLLISION,0605 3037 3004 3028 3026 3029 3101,20,Male,Black,110,FREEWAY,BROADWAY,84TH,"{'latitude': '33.9633', 'longitude': '-118.2783', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",33.9633,-118.2783,22352,22-Jul-18,Sunday,July,2018
181821813,11/4/2018,11/4/2018,0050,00:50,18,Southeast,1826,997,TRAFFIC COLLISION,4025 3037 3006 3026 3101,40,Male,Hispanic,101,STREET,92ND                         ST,COMPTON                      AV,"{'latitude': '33.9533', 'longitude': '-118.246', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",33.9533,-118.246,22351,4-Nov-18,Sunday,November,2018
192104270,1/8/2019,1/4/2019,1000,10:00,21,Topanga,2132,997,TRAFFIC COLLISION,3006 3036 3025 3101 3401 3701 4021,35,Male,Unknown,101,STREET,MIDDLESBURY RIDGE,PENTLAND                     WY,"{'latitude': '34.1997', 'longitude': '-118.6457', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",34.1997,-118.6457,4283,4-Jan-19,Friday,January,2019
191406442,2/8/2019,2/8/2019,2200,22:00,14,Pacific,1467,997,TRAFFIC COLLISION,3004 3028 3030 3035 3037 3102 3401 3701 4014,54,Female,White,101,STREET,CENTER                       DR,PARK                         TR,"{'latitude': '33.9779', 'longitude': '-118.3926', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",33.9779,-118.3926,23676,8-Feb-19,Friday,February,2019
180708014,3/26/2018,3/26/2018,1225,12:25,7,Wilshire,727,997,TRAFFIC COLLISION,3026 3035 3036 3101 3401 3701 4027 3009,47,Male,Hispanic,101,STREET,1ST                          ST,HIGHLAND                     AV,"{'latitude': '34.0736', 'longitude': '-118.3386', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",34.0736,-118.3386,23667,26-Mar-18,Monday,March,2018
181411336,4/30/2018,4/11/2018,0700,7:00,14,Pacific,1452,997,TRAFFIC COLLISION,3006 3028 3030 3035 3037 3101 3401 3701 4027,63,Male,White,101,STREET,DRIFTWOOD                    ST,SPEEDWAY,"{'latitude': '33.9772', 'longitude': '-118.4648', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",33.9772,-118.4648,25074,11-Apr-18,Wednesday,April,2018
190910867,5/15/2019,5/15/2019,1110,11:10,9,Van Nuys,919,997,TRAFFIC COLLISION,3004 3037 3026 3101 3401 3701 4026,32,Female,White,101,STREET,FULTON                       AV,VANOWEN                      ST,"{'latitude': '34.194', 'longitude': '-118.4225', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",34.194,-118.4225,8888,15-May-19,Wednesday,May,2019
180907657,3/11/2018,3/11/2018,2030,20:30,9,Van Nuys,906,997,TRAFFIC COLLISION,4009 3003 3036 3024 3101 3401 3701,26,Female,Hispanic,101,STREET,VAN NUYS                     BL,VALERIO                      ST,"{'latitude': '34.2048', 'longitude': '-118.4488', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",34.2048,-118.4488,19733,11-Mar-18,Sunday,March,2018
180217746,8/23/2018,8/23/2018,1345,13:45,2,Rampart,271,997,TRAFFIC COLLISION,3101 3401 3701 3004 3026 3036,34,Male,Asian,101,STREET,HOOVER,11TH,"{'latitude': '34.0518', 'longitude': '-118.2842', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",34.0518,-118.2842,22723,23-Aug-18,Thursday,August,2018
190306336,2/6/2019,2/5/2019,1620,16:20,3,Southwest,363,997,TRAFFIC COLLISION,3004 3026 3101 3037,38,Male,Black,101,STREET,COLISEUM                     ST,NICOLET                      AV,"{'latitude': '34.0126', 'longitude': '-118.3403', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",34.0126,-118.3403,22725,5-Feb-19,Tuesday,February,2019
181711030,5/23/2018,5/20/2018,1230,12:30,17,Devonshire,1701,997,TRAFFIC COLLISION,3037 3030 3028 3102 3401 3701 4017 3006 3032,29,Male,Hispanic,108,PARKING LOT,RINALDI                      ST,PORTER RANCH                 DR,"{'latitude': '34.2755', 'longitude': '-118.5702', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",34.2755,-118.5702,18905,20-May-18,Sunday,May,2018
190609229,4/2/2019,4/2/2019,1655,16:55,6,Hollywood,663,997,TRAFFIC COLLISION,3003 3025 3035 3037 3101 3401 3701 4006,20,Male,Hispanic,101,STREET,SANTA MONICA,ORANGE,"{'latitude': '34.0907', 'longitude': '-118.3416', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",34.0907,-118.3416,23669,2-Apr-19,Tuesday,April,2019
180517124,10/13/2018,10/12/2018,1630,16:30,5,Harbor,525,997,TRAFFIC COLLISION,4025 3036 3004 3025 3029 3101,29,Female,Hispanic,101,STREET,F                            ST,GULF                         AV,"{'latitude': '33.7765', 'longitude': '-118.2726', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",33.7765,-118.2726,3350,12-Oct-18,Friday,October,2018
180714816,8/11/2018,8/8/2018,0130,1:30,7,Wilshire,775,997,TRAFFIC COLLISION,3008 3026 3029 3035 3036 3101 3401 3701 4027,62,Male,Black,101,STREET,S  RIMPAU                       BL,ELMO                         DR,"{'latitude': '34.0427', 'longitude': '-118.3423', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",34.0427,-118.3423,23080,8-Aug-18,Wednesday,August,2018
190908486,3/29/2019,3/29/2019,0940,9:40,9,Van Nuys,945,997,TRAFFIC COLLISION,3401 3004 3037 3030 3028 3101 3701 4026,25,Male,White,101,STREET,VENTURA                      BL,KESTER                       AV,"{'latitude': '34.1524', 'longitude': '-118.4574', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",34.1524,-118.4574,19732,29-Mar-19,Friday,March,2019
180906224,2/10/2018,2/9/2018,2045,20:45,9,Van Nuys,981,997,TRAFFIC COLLISION,3004 3037 3030 3028 3101 3401 3701 4009,42,Female,White,101,STREET,VENTURA                      BL,SEPULVEDA                    BL,"{'latitude': '34.1538', 'longitude': '-118.4662', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",34.1538,-118.4662,19732,9-Feb-18,Friday,February,2018
181809350,4/4/2018,4/4/2018,1550,15:50,18,Southeast,1863,997,TRAFFIC COLLISION,4025 3037 3004 3026 3101,21,Female,Black,101,STREET,IMPERIAL                     HY,CENTRAL                      AV,"{'latitude': '33.9271', 'longitude': '-118.2659', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",33.9271,-118.2659,24355,4-Apr-18,Wednesday,April,2018
191207432,2/19/2019,2/19/2019,0300,3:00,12,Street 77th,1239,997,TRAFFIC COLLISION,3004 3029 3026 3101 0605,48,Female,Black,101,STREET,SLAUSON                      AV,FIGUEROA                     ST,"{'latitude': '33.9892', 'longitude': '-118.2827', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",33.9892,-118.2827,23668,19-Feb-19,Tuesday,February,2019
180314256,6/3/2018,6/3/2018,0900,9:00,3,Southwest,393,997,TRAFFIC COLLISION,4003 3003 3029 3026 3101 3037,74,Male,Black,101,STREET,DEGNAN                       AV,N  43RD                         PL,"{'latitude': '34.0042', 'longitude': '-118.3315', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",34.0042,-118.3315,22725,3-Jun-18,Sunday,June,2018
180213283,6/11/2018,6/11/2018,1410,14:10,2,Rampart,235,997,TRAFFIC COLLISION,3101 3401 3701 3004 3026 3029,49,Female,Black,101,STREET,ALVARADO                     ST,MIRAMAR                      ST,"{'latitude': '34.0639', 'longitude': '-118.2721', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",34.0639,-118.2721,24352,11-Jun-18,Monday,June,2018
181004864,1/19/2018,1/19/2018,1730,17:30,10,West Valley,1031,997,TRAFFIC COLLISION,3004 3037 3026 3101 3401 3701 4021,66,Male,Other,101,STREET,VICTORY                      BL,BELMAR                       AV,"{'latitude': '34.1866', 'longitude': '-118.5582', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",34.1866,-118.5582,18909,19-Jan-18,Friday,January,2018
181219807,8/4/2018,8/2/2018,2027,20:27,12,Street 77th,1245,997,TRAFFIC COLLISION,4025 3037 3006 3028 3030 3101,57,Male,Hispanic,101,STREET,W  71ST                         ST,S  VERMONT                      AV,"{'latitude': '33.9755', 'longitude': '-118.2918', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",33.9755,-118.2918,23675,2-Aug-18,Thursday,August,2018
181226487,11/6/2018,11/6/2018,1150,11:50,12,Street 77th,1213,997,TRAFFIC COLLISION,4025 3037 3004 3024,50,Male,Other,101,STREET,DENKER                       AV,57TH                         ST,"{'latitude': '33.9906', 'longitude': '-118.3044', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",33.9906,-118.3044,24027,6-Nov-18,Tuesday,November,2018
181407899,3/5/2018,3/5/2018,0710,7:10,14,Pacific,1412,997,TRAFFIC COLLISION,3004 3028 3030 3035 3037 3101 3401 3701 4014,27,Female,White,101,STREET,PACIFIC                      AV,ROSE,"{'latitude': '33.9957', 'longitude': '-118.4786', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",33.9957,-118.4786,25073,5-Mar-18,Monday,March,2018
190706868,2/28/2019,2/28/2019,0730,7:30,7,Wilshire,713,997,TRAFFIC COLLISION,3004 3028 3030 3035 3037 3101 3401 3701 4027,29,Female,White,101,STREET,FAIRFAX                      AV,MELROSE                      AV,"{'latitude': '34.0782', 'longitude': '-118.3573', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",34.0782,-118.3573,23667,28-Feb-19,Thursday,February,2019
182006812,2/21/2018,2/21/2018,0735,7:35,20,Olympic,2074,997,TRAFFIC COLLISION,3004 3026 3035 3036 3101 3401 3701 4020,59,Male,Asian,101,STREET,HARVARD                      BL,WASHINGTON                   BL,"{'latitude': '34.04', 'longitude': '-118.3043', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",34.04,-118.3043,22723,21-Feb-18,Wednesday,February,2018
181516290,8/16/2018,8/13/2018,1530,15:30,15,N Hollywood,1557,997,TRAFFIC COLLISION,3037 3006 3028 3030 3101 3401 4015,31,Unknown,Unknown,101,STREET,DENNY                        AV,CAMARILLO                    ST,"{'latitude': '34.1577', 'longitude': '-118.3648', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",34.1577,-118.3648,8489,13-Aug-18,Monday,August,2018
181206658,2/4/2018,2/4/2018,1940,19:40,12,Street 77th,1207,997,TRAFFIC COLLISION,0605 4012 3037 3004 3026 3101,unknown,Male,Black,101,STREET,VERMONT                      AV,46TH                         ST,"{'latitude': '34.0017', 'longitude': '-118.2915', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",34.0017,-118.2915,23668,4-Feb-18,Sunday,February,2018
190904481,1/11/2019,1/11/2019,0225,2:25,9,Van Nuys,948,997,TRAFFIC COLLISION,4009 3006 3028 3037 3101 3401 3701 3039,unknown,Male,Hispanic,101,STREET,WOODMAN                      AV,OXNARD                       ST,"{'latitude': '34.1794', 'longitude': '-118.4312', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",34.1794,-118.4312,19729,11-Jan-19,Friday,January,2019
182005171,1/20/2018,1/20/2018,1930,19:30,20,Olympic,2091,997,TRAFFIC COLLISION,3004 3028 3030 3035 3037 3101 3401 3701 4020,52,Male,Other,101,STREET,WESTERN                      AV,S  20TH                         ST,"{'latitude': '34.0389', 'longitude': '-118.309', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",34.0389,-118.309,23079,20-Jan-18,Saturday,January,2018
190912743,6/23/2019,6/23/2019,1555,15:55,9,Van Nuys,923,997,TRAFFIC COLLISION,605,64,Male,White,101,STREET,VANOWEN                      ST,VESPER                       AV,"{'latitude': '34.1939', 'longitude': '-118.4509', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",34.1939,-118.4509,19733,23-Jun-19,Sunday,June,2019
181820145,10/7/2018,10/7/2018,1425,14:25,18,Southeast,1863,997,TRAFFIC COLLISION,0605 3004 3028 3030 3101 4018,29,Female,Black,101,STREET,IMPERIAL                     HY,AVALON                       BL,"{'latitude': '33.931', 'longitude': '-118.2652', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",33.931,-118.2652,24354,7-Oct-18,Sunday,October,2018
181607654,4/3/2018,4/3/2018,0925,9:25,16,Foothill,1685,997,TRAFFIC COLLISION,3004 3037 3025 3101 3401 3701 4026,75,Male,White,101,STREET,TUJUNGA                      AV,ARMINTA                      ST,"{'latitude': '34.2135', 'longitude': '-118.3791', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",34.2135,-118.3791,8888,3-Apr-18,Tuesday,April,2018
190707552,3/13/2019,3/13/2019,1230,12:30,7,Wilshire,715,997,TRAFFIC COLLISION,3009 3028 3030 3035 3037 3101 3401 3701 4027,24,Male,White,101,STREET,OAKWOOD                      AV,DETROIT                      ST,"{'latitude': '34.0783', 'longitude': '-118.3451', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",34.0783,-118.3451,23667,13-Mar-19,Wednesday,March,2019
191309247,4/3/2019,4/3/2019,1100,11:00,13,Newton,1393,997,TRAFFIC COLLISION,3101 3401 3701 3004 3030 3036,40,Male,Hispanic,101,STREET,CENTRAL                      AV,70TH                         ST,"{'latitude': '33.9786', 'longitude': '-118.2761', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",33.9786,-118.2761,22352,3-Apr-19,Wednesday,April,2019
182017979,9/26/2018,9/26/2018,1940,19:40,20,Olympic,2017,997,TRAFFIC COLLISION,3101 3401 3701 4020 3004 3028 3030 3035 3037,30,Male,Hispanic,101,STREET,1ST,NEW HAMPSHIRE,"{'latitude': '34.0727', 'longitude': '-118.2929', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",34.0727,-118.2929,22721,26-Sep-18,Wednesday,September,2018
190511207,6/12/2019,6/12/2019,0540,5:40,5,Harbor,557,997,TRAFFIC COLLISION,605,36,Male,Unknown,101,STREET,4TH                          ST,GAFFEY,"{'latitude': '33.7406', 'longitude': '-118.2923', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",33.7406,-118.2923,3342,12-Jun-19,Wednesday,June,2019
181417742,8/7/2018,8/6/2018,0200,2:00,14,Pacific,1437,997,TRAFFIC COLLISION,3006 3028 3030 3035 3036 3102 3401 3701 4014,28,Male,Black,101,STREET,SEPULVEDA                    BL,VENICE                       BL,"{'latitude': '34.013', 'longitude': '-118.4173', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",34.013,-118.4173,23451,6-Aug-18,Monday,August,2018
180316421,7/9/2018,7/9/2018,0830,8:30,3,Southwest,318,997,TRAFFIC COLLISION,4025 3037 3004 3026 3101,56,Female,Black,101,STREET,ADAMS                        BL,HOOVER                       ST,"{'latitude': '34.0321', 'longitude': '-118.284', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",34.0321,-118.284,22724,9-Jul-18,Monday,July,2018
191509154,4/9/2019,4/8/2019,2100,21:00,15,N Hollywood,1523,997,TRAFFIC COLLISION,3006 3030 3028 3037 3101 4015,52,Female,Unknown,101,STREET,COLDWATER CANYON             AV,VICTORY                      BL,"{'latitude': '34.1867', 'longitude': '-118.4137', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",34.1867,-118.4137,8889,8-Apr-19,Monday,April,2019
181804237,1/4/2018,1/4/2018,1315,13:15,18,Southeast,1802,997,TRAFFIC COLLISION,4025 3006 3028 3101,24,Female,Hispanic,101,STREET,92ND                         ST,FIGUEROA,"{'latitude': '33.9528', 'longitude': '-118.2827', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",33.9528,-118.2827,23675,4-Jan-18,Thursday,January,2018
181921042,11/27/2018,11/20/2018,1635,16:35,19,Mission,1936,997,TRAFFIC COLLISION,3004 3036 3026 3101 3401 3701 4026,27,Female,Hispanic,101,STREET,LAUREL CANYON                BL,KALISHER                     ST,"{'latitude': '34.2799', 'longitude': '-118.4546', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",34.2799,-118.4546,18910,20-Nov-18,Tuesday,November,2018
181020547,12/31/2018,12/30/2018,2350,23:50,10,West Valley,1021,997,TRAFFIC COLLISION,3006 3037 3038 3602 3025 3101 3401 3701 4026,22,Male,Hispanic,101,STREET,TAMPA                        AV,VANOWEN                      ST,"{'latitude': '34.1939', 'longitude': '-118.5535', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",34.1939,-118.5535,18909,30-Dec-18,Sunday,December,2018
190712464,6/20/2019,6/20/2019,0915,9:15,7,Wilshire,701,997,TRAFFIC COLLISION,3003 3024 3035 3036 3101 3401 3701 4027,65,Female,White,101,STREET,MELROSE                      AV,FAIRFAX                      AV,"{'latitude': '34.0838', 'longitude': '-118.3627', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",34.0838,-118.3627,23677,20-Jun-19,Thursday,June,2019
180114335,5/22/2018,5/22/2018,1610,16:10,1,Central,101,997,TRAFFIC COLLISION,3101 3401 3701 3011 3034,21,Male,Hispanic,101,STREET,STADIUM                      WY,CHAVEZ RAVINE,"{'latitude': '34.067', 'longitude': '-118.2408', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",34.067,-118.2408,22728,22-May-18,Tuesday,May,2018
181229516,12/25/2018,12/25/2018,1715,17:15,12,Street 77th,1256,997,TRAFFIC COLLISION,3002 3028 3030 3037 3101 4025,unknown,Unknown,Unknown,101,STREET,HOOVER                       ST,82ND                         ST,"{'latitude': '33.9727', 'longitude': '-118.285', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",33.9727,-118.285,23675,25-Dec-18,Tuesday,December,2018
180604098,1/2/2018,1/2/2018,1711,17:11,6,Hollywood,677,997,TRAFFIC COLLISION,3004 3026 3029 3035 3037 3101 3401 3701 4006,30,Female,White,101,STREET,SANTA MONICA,BRONSON,"{'latitude': '34.0908', 'longitude': '-118.3179', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",34.0908,-118.3179,23669,2-Jan-18,Tuesday,January,2018
180319345,8/20/2018,8/20/2018,1930,19:30,3,Southwest,362,997,TRAFFIC COLLISION,4025 3037 3004 3026 3101,20,Female,White,101,STREET,COCO                         AV,POTOMAC                      AV,"{'latitude': '34.0148', 'longitude': '-118.35', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",34.0148,-118.35,22725,20-Aug-18,Monday,August,2018
180919818,10/26/2018,10/26/2018,1550,15:50,9,Van Nuys,923,997,TRAFFIC COLLISION,3037 3029 3026 3101 3401 3701 4026 3003,59,Female,Black,101,STREET,VAN NUYS                     BL,VANOWEN                      ST,"{'latitude': '34.1939', 'longitude': '-118.4487', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",34.1939,-118.4487,19733,26-Oct-18,Friday,October,2018
180716140,9/5/2018,9/5/2018,1430,14:30,7,Wilshire,782,997,TRAFFIC COLLISION,3004 3026 3035 3036 3101 3401 3701 4027,33,Female,Hispanic,101,STREET,S  LA CIENEGA                   BL,CULLEN                       ST,"{'latitude': '34.0342', 'longitude': '-118.377', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",34.0342,-118.377,23451,5-Sep-18,Wednesday,September,2018
181708027,3/24/2018,3/24/2018,0300,3:00,17,Devonshire,1745,997,TRAFFIC COLLISION,3037 3030 3028 3101 3401 3701 4017 3006,unknown,Female,Unknown,101,STREET,WHITE OAK                    AV,KINGSBURY                    ST,"{'latitude': '34.2637', 'longitude': '-118.5197', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",34.2637,-118.5197,19329,24-Mar-18,Saturday,March,2018
180625078,12/6/2018,12/5/2018,2200,22:00,6,Hollywood,667,997,TRAFFIC COLLISION,3006 3028 3030 3035 3037 3101 3401 3701 4027,63,Male,Other,101,STREET,GORDON                       ST,LEXINGTON                    AV,"{'latitude': '34.0926', 'longitude': '-118.3201', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",34.0926,-118.3201,23669,5-Dec-18,Wednesday,December,2018
190607449,3/3/2019,3/3/2019,0645,6:45,6,Hollywood,646,997,TRAFFIC COLLISION,3034 3006 3028 3037 3101 3401 3701 4027,23,Male,Hispanic,101,STREET,SELMA                        AV,SCHRADER                     BL,"{'latitude': '34.0998', 'longitude': '-118.3324', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",34.0998,-118.3324,23446,3-Mar-19,Sunday,March,2019
180911130,5/17/2018,5/17/2018,1805,18:05,9,Van Nuys,961,997,TRAFFIC COLLISION,3004 3037 3030 3028 3101 3401 3701 4026,51,Male,Hispanic,101,STREET,VENTURA                      BL,SEPULVEDA                    BL,"{'latitude': '34.1597', 'longitude': '-118.4662', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",34.1597,-118.4662,19732,17-May-18,Thursday,May,2018
191510108,4/28/2019,4/26/2019,2010,20:10,15,N Hollywood,1512,997,TRAFFIC COLLISION,3101 3004 3036 3025 3401 3701 4015,41,Female,Other,101,STREET,COLDWATER CANYON             AV,VANOWEN                      ST,"{'latitude': '34.194', 'longitude': '-118.4138', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",34.194,-118.4138,8888,26-Apr-19,Friday,April,2019
181105584,2/6/2018,2/6/2018,0815,8:15,11,Northeast,1128,997,TRAFFIC COLLISION,3101 3401 3701 3004 3034 3026 3036,56,Male,Hispanic,101,STREET,YORK                         BL,N  AVENUE 63,"{'latitude': '34.1148', 'longitude': '-118.1826', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",34.1148,-118.1826,23673,6-Feb-18,Tuesday,February,2018
180813700,7/24/2018,7/24/2018,0820,8:20,8,West LA,813,997,TRAFFIC COLLISION,3006 3028 3034 3037 3101 3401 3701 4027,51,Male,Other,101,STREET,NORWAY                       LN,HOLIDAY                      LN,"{'latitude': '34.0738', 'longitude': '-118.4768', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",34.0738,-118.4768,23680,24-Jul-18,Tuesday,July,2018
